ID,school_code,age,gender,discipline_marker,s1_credits,s1_gpa,s2_credits,s2_gpa,GPA_weighted,exclude,item_1,item_2,item_3,item_4,item_5,item_6,item_7,item_8,item_9,item_10,item_11,item_12,item_13,item_14,optimism_score
328,20,22,m,SOCIAL SCIENCES,14,1.92,15,2.72,2.333793103448276,TRUE,1,6,5,3,2,3,5,4,5,2,5,3,5,5,54
807,19,22,m,SOCIAL SCIENCES,15,3.8,17,3.8899999999999997,3.8478125,FALSE,2,1,2,2,5,2,3,4,1,6,3,3,3,6,43
542,20,22,m,SOCIAL SCIENCES,16,2.16,17,3.06,2.623636363636364,TRUE,2,1,1,3,1,3,5,3,3,3,1,6,1,4,37
196,8,25,f,SOCIAL SCIENCES,16,3.2600000000000002,11,2.98,3.145925925925926,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,18,22,f,SOCIAL SCIENCES,16,3.32,18,2.18,2.716470588235294,TRUE,5,4,3,1,2,4,4,4,5,5,2,6,4,4,53
476,12,22,f,SOCIAL SCIENCES,16,2.46,16,2.48,2.4699999999999998,FALSE,6,2,6,4,1,1,4,4,4,4,1,3,4,6,50
408,20,22,f,SOCIAL SCIENCES,15,2.56,16,2.36,2.456774193548387,FALSE,1,2,6,4,4,3,6,4,6,3,5,5,6,2,57
572,23,21,m,SOCIAL SCIENCES,17,2.6,16,2,2.309090909090909,FALSE,6,3,4,2,3,3,4,2,2,3,5,2,6,2,47
377,10,23,m,SOCIAL SCIENCES,17,2.3499999999999996,16,3.71,3.0093939393939393,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,13,22,f,SOCIAL SCIENCES,16,1.56,12,1.84,1.6800000000000002,FALSE,5,2,5,1,6,6,2,2,6,2,4,6,1,2,50
720,1,22,f,SOCIAL SCIENCES,16,2.84,17,2.72,2.7781818181818183,FALSE,1,3,4,3,2,5,3,6,4,3,1,2,1,6,44
229,22,21,m,SOCIAL SCIENCES,16,1.44,16,1.85,1.645,FALSE,2,4,4,4,2,2,3,4,5,6,2,3,4,1,46
242,23,22,m,SOCIAL SCIENCES,16,0.96,15,1.28,1.1148387096774195,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
631,7,23,m,SOCIAL SCIENCES,16,3.3,17,3.82,3.567878787878788,FALSE,2,1,3,4,4,4,1,6,6,5,2,2,3,5,48
115,8,22,m,SOCIAL SCIENCES,17,2,16,1.31,1.6654545454545455,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
764,1,22,f,SOCIAL SCIENCES,16,3.63,16,3.08,3.355,FALSE,1,3,3,6,1,4,4,5,4,5,6,4,2,2,50
576,19,22,f,SOCIAL SCIENCES,17,2.86,16,3.3899999999999997,3.1169696969696967,FALSE,6,4,3,2,3,4,3,3,2,2,5,3,3,4,47
416,12,22,f,SOCIAL SCIENCES,16,2.2800000000000002,17,2.6,2.4448484848484853,FALSE,1,2,4,3,1,6,3,4,3,6,1,3,4,4,45
684,1,22,m,SOCIAL SCIENCES,16,2.51,17,2.6,2.556363636363636,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,16,22,f,SOCIAL SCIENCES,16,2.44,16,2.72,2.58,FALSE,6,5,6,1,1,3,6,4,4,4,1,4,1,5,51
157,17,22,f,SOCIAL SCIENCES,16,2.42,16,2.6,2.51,FALSE,2,6,5,5,5,3,3,2,5,6,5,6,2,3,58
544,8,22,m,SOCIAL SCIENCES,16,1.6400000000000001,16,2.34,1.99,FALSE,6,5,2,1,6,5,6,3,2,5,6,1,3,3,54
256,18,22,m,SOCIAL SCIENCES,17,2.62,15,2.79,2.6996875,FALSE,1,3,4,4,4,4,6,3,3,2,2,2,5,1,44
570,3,22,f,SOCIAL SCIENCES,16,1.78,17,1.31,1.5378787878787878,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,5,23,m,SOCIAL SCIENCES,15,3.59,16,2.98,3.275161290322581,FALSE,4,6,4,2,5,6,6,6,1,2,5,3,3,4,57
730,8,22,f,SOCIAL SCIENCES,16,2.4299999999999997,17,2.8699999999999997,2.6566666666666663,FALSE,6,1,2,4,4,2,6,3,1,4,2,1,4,1,41
364,4,22,f,SOCIAL SCIENCES,16,2.54,15,3.8899999999999997,3.1932258064516126,TRUE,2,3,4,4,5,3,2,2,1,3,1,3,4,4,41
434,12,22,m,SOCIAL SCIENCES,15,1.48,13,1.71,1.5867857142857142,FALSE,2,2,1,2,6,4,4,2,3,5,2,6,2,1,42
387,8,23,f,SOCIAL SCIENCES,16,2.7600000000000002,12,2.8099999999999996,2.781428571428571,FALSE,3,1,5,2,2,3,2,2,6,2,3,2,4,4,41
375,20,22,f,SOCIAL SCIENCES,18,2.65,13,2.9899999999999998,2.7925806451612902,FALSE,2,4,4,6,2,1,3,5,3,3,2,2,6,4,47
744,7,22,f,SOCIAL SCIENCES,16,3.27,16,3.74,3.505,FALSE,1,6,4,2,6,3,4,3,4,4,1,4,4,4,50
641,7,23,m,SOCIAL SCIENCES,17,1.2,17,1.77,1.4849999999999999,FALSE,2,3,4,1,2,4,3,3,3,3,3,4,2,6,43
260,21,22,m,SOCIAL SCIENCES,17,2.9699999999999998,16,3.29,3.125151515151515,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
823,9,22,f,SOCIAL SCIENCES,15,1.52,17,1.1600000000000001,1.32875,FALSE,3,3,2,5,5,1,3,4,2,4,2,2,2,3,41
365,4,22,f,SOCIAL SCIENCES,12,2.58,12,2.64,2.61,FALSE,2,2,1,1,4,1,3,2,3,2,1,5,4,4,35
311,11,21,m,SOCIAL SCIENCES,16,2,16,2.54,2.27,FALSE,1,3,6,4,3,4,1,4,1,6,3,6,2,4,48
396,13,22,m,SOCIAL SCIENCES,15,2.23,16,1.91,2.0648387096774194,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,13,21,m,SOCIAL SCIENCES,16,2.4699999999999998,15,1.87,2.1796774193548383,FALSE,3,4,6,5,2,6,1,2,2,3,3,6,2,2,47
479,9,22,f,SOCIAL SCIENCES,16,1.94,16,2.4,2.17,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,8,22,f,SOCIAL SCIENCES,18,2.08,16,1.6,1.8541176470588234,FALSE,4,1,3,5,2,3,2,6,3,4,2,3,3,6,47
517,9,22,m,SOCIAL SCIENCES,16,1.8,17,1.86,1.830909090909091,FALSE,3,3,2,4,4,2,1,5,3,6,6,3,3,3,48
251,21,22,m,SOCIAL SCIENCES,16,2.72,15,2.8299999999999996,2.7732258064516127,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,2,22,f,SOCIAL SCIENCES,17,2.7800000000000002,17,2.9,2.84,FALSE,6,2,3,5,2,5,2,4,4,6,3,3,2,3,50
258,13,22,m,SOCIAL SCIENCES,16,3.3699999999999997,16,3.57,3.4699999999999998,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,8,21,f,SOCIAL SCIENCES,17,2.38,16,2.64,2.5060606060606063,FALSE,4,4,1,2,4,6,3,3,6,3,2,6,2,1,47
989,22,23,f,SOCIAL SCIENCES,16,1.27,16,1.8800000000000001,1.5750000000000002,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,20,23,f,SOCIAL SCIENCES,17,2.44,13,2.62,2.518,FALSE,3,4,6,5,1,3,4,6,2,1,6,2,5,4,52
834,23,21,f,SOCIAL SCIENCES,16,1.95,16,2.4299999999999997,2.19,FALSE,5,2,4,3,3,6,2,4,2,6,3,4,3,6,53
591,22,23,f,SOCIAL SCIENCES,16,1.82,17,1.6900000000000002,1.7530303030303034,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915,1,22,m,SOCIAL SCIENCES,15,1.78,16,1.82,1.8006451612903225,FALSE,6,4,2,2,6,2,6,1,4,4,2,3,3,3,48
406,21,22,m,SOCIAL SCIENCES,17,2.56,17,2.86,2.71,FALSE,4,4,1,6,1,3,6,3,5,2,2,2,2,1,42
257,15,23,f,SOCIAL SCIENCES,15,2.54,17,2.79,2.6728125,FALSE,2,4,3,3,3,4,1,3,3,2,1,4,1,3,37
872,16,22,f,SOCIAL SCIENCES,17,2.56,16,2.3099999999999996,2.4387878787878785,FALSE,3,3,4,3,2,6,6,4,2,2,3,1,3,5,47
687,14,22,m,SOCIAL SCIENCES,12,3.34,14,2.9699999999999998,3.1407692307692305,FALSE,2,4,1,4,2,5,4,2,3,1,6,6,4,4,48
909,2,22,f,SOCIAL SCIENCES,16,1.79,9,2.1,1.9016000000000002,FALSE,2,2,3,6,3,3,4,3,1,5,3,5,4,4,48
284,14,22,f,SOCIAL SCIENCES,16,2.86,16,2.69,2.775,FALSE,3,3,6,3,5,6,6,5,2,1,3,3,4,2,52
567,15,22,f,SOCIAL SCIENCES,15,3.18,16,2.82,2.9941935483870967,FALSE,6,4,4,6,6,3,2,4,4,2,1,1,1,3,47
444,23,22,f,SOCIAL SCIENCES,16,2.86,17,2.9899999999999998,2.9269696969696972,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
890,22,21,f,SOCIAL SCIENCES,16,1.8800000000000001,16,2.03,1.955,FALSE,3,2,2,5,4,5,3,4,3,1,3,6,4,1,46
150,17,23,m,SOCIAL SCIENCES,16,2.59,17,2.4499999999999997,2.517878787878788,FALSE,1,1,5,6,1,1,3,3,4,4,6,4,2,3,44
176,21,22,f,SOCIAL SCIENCES,16,2.4099999999999997,17,3.27,2.853030303030303,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,5,20,f,SOCIAL SCIENCES,17,2.4299999999999997,16,2.62,2.522121212121212,FALSE,2,1,3,3,4,4,2,6,4,1,3,4,3,2,42
374,6,22,f,SOCIAL SCIENCES,16,3.05,17,3.71,3.39,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
667,6,22,f,SOCIAL SCIENCES,16,3.23,17,3.18,3.2042424242424246,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,3,21,m,SOCIAL SCIENCES,10,3.42,15,3.01,3.174,FALSE,1,2,1,6,4,3,4,3,2,2,2,3,2,6,41
959,4,22,m,SOCIAL SCIENCES,16,2.27,17,2.38,2.3266666666666667,FALSE,3,3,2,3,5,4,1,6,6,1,6,4,3,4,51
325,3,21,f,SOCIAL SCIENCES,16,2.51,17,2.69,2.602727272727272,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,21,21,f,SOCIAL SCIENCES,17,1.58,15,0.76,1.195625,TRUE,4,4,4,6,4,1,6,2,5,5,3,6,1,4,55
555,8,21,m,SOCIAL SCIENCES,15,3.71,16,3.4499999999999997,3.575806451612903,FALSE,4,6,3,4,6,4,6,4,4,4,1,1,2,1,50
618,23,22,f,SOCIAL SCIENCES,17,0.92,17,0.63,0.775,FALSE,2,5,3,2,6,5,4,1,2,5,3,1,3,2,44
970,19,21,m,SOCIAL SCIENCES,16,3.3099999999999996,17,3.67,3.495454545454545,FALSE,2,1,4,3,1,1,3,2,3,2,5,3,4,3,37
490,19,22,f,SOCIAL SCIENCES,14,2.51,12,2.57,2.5376923076923075,FALSE,2,3,3,2,1,3,2,6,1,3,6,6,3,2,43
589,5,22,m,SOCIAL SCIENCES,15,1.53,16,1.23,1.3751612903225805,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,20,22,f,SOCIAL SCIENCES,17,1.8800000000000001,16,1.23,1.564848484848485,TRUE,1,2,4,1,2,1,4,2,4,4,2,4,4,4,39
118,5,22,m,SOCIAL SCIENCES,16,0.99,15,0.53,0.7674193548387096,TRUE,5,3,3,3,5,2,2,2,2,1,6,2,3,2,41
794,9,21,m,SOCIAL SCIENCES,17,2.53,15,2.8899999999999997,2.6987499999999995,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
756,18,23,f,SOCIAL SCIENCES,16,3.61,17,3.3699999999999997,3.486363636363636,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,7,23,m,SOCIAL SCIENCES,16,1.44,16,0.7899999999999999,1.115,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
865,23,22,f,SOCIAL SCIENCES,16,3.1,17,3.3099999999999996,3.2081818181818185,FALSE,1,6,6,6,3,6,6,3,3,1,4,2,3,3,53
435,19,23,m,SOCIAL SCIENCES,15,1.1400000000000001,16,0.62,0.8716129032258065,TRUE,1,3,4,3,5,5,3,2,4,6,2,3,5,3,49
920,22,22,f,SOCIAL SCIENCES,17,2.86,12,3.3299999999999996,3.054482758620689,FALSE,3,4,6,3,1,3,4,1,3,2,4,6,1,6,47
125,17,22,f,SOCIAL SCIENCES,17,2.9699999999999998,16,3.24,3.100909090909091,FALSE,4,2,2,5,4,3,4,1,1,4,4,2,3,4,43
206,4,22,f,SOCIAL SCIENCES,17,2.23,16,2.6,2.409393939393939,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
917,21,22,f,SOCIAL SCIENCES,15,2.71,17,3.01,2.869375,FALSE,2,2,2,4,2,1,4,3,5,2,4,2,4,4,41
668,10,22,m,SOCIAL SCIENCES,15,1.8,16,2,1.903225806451613,FALSE,3,3,4,6,3,4,2,6,3,2,4,6,6,6,58
737,22,22,f,SOCIAL SCIENCES,17,3.01,17,2.63,2.82,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
411,14,22,m,SOCIAL SCIENCES,15,1.79,16,1.52,1.6506451612903226,FALSE,4,3,3,4,3,4,3,2,4,3,6,4,6,1,50
394,3,22,f,SOCIAL SCIENCES,16,1.74,15,1.59,1.6674193548387095,FALSE,3,6,2,5,4,4,1,4,1,4,4,6,2,5,51
607,8,22,m,SOCIAL SCIENCES,15,1.6700000000000002,16,1.51,1.5874193548387097,FALSE,4,2,2,3,3,2,3,6,3,3,4,3,6,4,48
366,15,22,f,SOCIAL SCIENCES,17,2.23,18,2.3899999999999997,2.3122857142857143,FALSE,1,4,4,2,1,2,4,2,2,2,3,3,2,1,33
133,7,22,m,SOCIAL SCIENCES,16,2.75,17,2.44,2.59030303030303,FALSE,3,1,3,4,1,2,3,1,2,3,4,2,2,6,37
138,5,22,f,SOCIAL SCIENCES,16,1.7,17,1.71,1.705151515151515,FALSE,4,5,5,6,4,4,3,5,3,3,3,2,1,4,52
207,1,21,m,SOCIAL SCIENCES,16,2.4699999999999998,17,2.4899999999999998,2.48030303030303,FALSE,5,2,1,4,1,4,6,2,6,5,4,3,3,6,52
127,3,22,m,SOCIAL SCIENCES,16,1.37,17,1.36,1.364848484848485,FALSE,3,3,5,6,5,3,4,6,6,3,1,2,4,6,57
166,4,22,m,SOCIAL SCIENCES,15,2.13,15,1.97,2.05,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,6,21,f,SOCIAL SCIENCES,16,2.67,12,3.1,2.8542857142857145,FALSE,6,4,2,4,3,1,6,3,4,3,2,2,3,4,47
347,22,22,f,SOCIAL SCIENCES,18,3.56,17,3.03,3.3025714285714285,FALSE,4,6,6,3,1,3,6,1,6,3,6,6,1,3,55
903,21,22,f,SOCIAL SCIENCES,15,1.23,16,1.26,1.2454838709677418,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
919,7,22,m,SOCIAL SCIENCES,17,3.54,17,3.71,3.625,FALSE,4,6,1,2,1,3,2,3,3,4,4,3,6,2,44
776,6,20,f,SOCIAL SCIENCES,16,2.7,15,3.09,2.888709677419355,FALSE,6,1,2,6,4,6,3,6,4,4,4,2,3,1,52
945,4,22,m,SOCIAL SCIENCES,16,3.53,15,3.44,3.4864516129032257,FALSE,6,4,1,2,5,4,2,1,1,2,3,1,3,3,38
126,7,22,m,SOCIAL SCIENCES,16,1.86,16,1.95,1.905,FALSE,6,6,4,3,6,2,2,4,1,4,2,1,6,1,48
932,21,22,f,SOCIAL SCIENCES,16,0.8500000000000001,16,1,0.925,FALSE,2,4,3,5,3,3,2,6,5,2,4,4,6,4,53
458,15,22,f,SOCIAL SCIENCES,17,3.9499999999999997,17,3.92,3.9349999999999996,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,12,21,f,SOCIAL SCIENCES,9,2.15,17,3.32,2.9149999999999996,TRUE,2,4,4,4,6,6,2,2,4,1,2,5,6,2,50
414,22,21,f,SOCIAL SCIENCES,13,1.42,16,1.75,1.6020689655172413,FALSE,2,3,4,4,6,3,4,1,3,4,2,6,6,2,50
987,7,22,m,SOCIAL SCIENCES,12,2.72,16,2.53,2.6114285714285717,FALSE,2,1,2,6,5,3,2,1,1,3,4,2,3,2,37
254,5,22,m,SOCIAL SCIENCES,18,3.58,15,3.17,3.3936363636363636,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,22,21,m,SOCIAL SCIENCES,16,2.77,16,2.4499999999999997,2.61,FALSE,6,6,1,2,2,1,3,3,5,4,4,3,1,6,47
363,13,22,f,SOCIAL SCIENCES,10,2.69,18,2.1,2.310714285714286,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,21,23,m,SOCIAL SCIENCES,16,3.23,17,3.17,3.1990909090909088,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,15,22,f,SOCIAL SCIENCES,16,3.11,15,3.1,3.1051612903225805,FALSE,3,1,5,4,2,1,2,5,1,5,4,4,2,4,43
402,13,23,m,SOCIAL SCIENCES,16,3.9,17,3.7600000000000002,3.8278787878787877,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,15,22,f,SOCIAL SCIENCES,17,1.93,16,2.4099999999999997,2.162727272727273,FALSE,3,6,5,4,1,3,4,3,4,3,4,1,1,3,45
168,5,20,f,SOCIAL SCIENCES,17,2.12,18,2.65,2.3925714285714283,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
811,17,22,f,SOCIAL SCIENCES,16,2.66,16,3,2.83,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,15,22,f,SOCIAL SCIENCES,16,3.32,16,3.9099999999999997,3.6149999999999998,TRUE,4,1,2,4,1,2,4,3,4,4,2,4,1,4,40
950,10,22,f,NATURAL SCIENCES,15,1.49,15,1.83,1.6600000000000001,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,16,22,f,NATURAL SCIENCES,17,1.59,16,1.6,1.594848484848485,FALSE,2,2,3,1,2,2,1,2,2,2,1,4,4,4,32
976,15,23,m,NATURAL SCIENCES,15,3.07,13,3.14,3.1025,FALSE,3,3,2,3,4,5,1,3,4,3,3,4,1,1,40
352,22,22,m,NATURAL SCIENCES,17,3.9699999999999998,17,3.98,3.974999999999999,FALSE,4,6,5,3,2,5,3,5,2,2,2,6,1,4,50
974,13,22,f,NATURAL SCIENCES,17,3.05,17,3.3299999999999996,3.1899999999999995,FALSE,4,2,4,4,4,3,4,3,6,2,4,6,3,5,54
934,10,22,f,NATURAL SCIENCES,12,3.58,11,3.71,3.6421739130434787,FALSE,4,3,3,4,1,2,3,6,3,2,3,4,3,6,47
320,21,22,m,NATURAL SCIENCES,17,1.23,16,1.87,1.5403030303030303,FALSE,2,1,1,6,5,4,2,1,3,4,6,6,5,3,49
694,20,22,f,NATURAL SCIENCES,17,1.35,17,1.79,1.57,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
898,20,23,m,NATURAL SCIENCES,16,2.27,16,1.95,2.11,FALSE,2,6,2,4,2,1,4,2,3,4,4,6,2,3,45
859,14,22,f,NATURAL SCIENCES,16,1.34,17,1.6600000000000001,1.5048484848484849,FALSE,6,3,4,2,5,4,4,3,2,6,1,6,6,6,58
700,4,23,f,NATURAL SCIENCES,17,2.5,17,2.17,2.335,FALSE,3,1,2,3,6,4,3,1,3,6,4,3,1,2,42
901,1,22,m,NATURAL SCIENCES,16,1.76,16,1.6900000000000002,1.725,FALSE,6,4,4,4,4,4,5,5,3,2,2,1,3,2,49
924,7,22,m,NATURAL SCIENCES,16,3.14,17,2.57,2.8463636363636367,FALSE,4,4,3,3,1,3,1,5,1,5,3,6,3,1,43
404,4,22,m,NATURAL SCIENCES,15,2.46,13,2.2600000000000002,2.367142857142857,FALSE,5,5,4,4,4,6,3,3,2,4,1,1,2,1,45
337,8,23,f,NATURAL SCIENCES,14,3,16,2.82,2.9040000000000004,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605,10,23,m,NATURAL SCIENCES,17,3.3499999999999996,17,3.4,3.375,FALSE,2,6,3,2,6,1,1,2,1,6,3,6,5,4,48
772,17,23,m,NATURAL SCIENCES,16,1.28,15,1.46,1.3670967741935482,FALSE,6,4,1,4,6,2,4,2,2,6,3,3,4,1,48
666,17,21,f,NATURAL SCIENCES,17,3.65,12,3.02,3.389310344827586,FALSE,1,6,2,3,4,4,1,4,3,4,6,6,2,4,50
805,18,21,m,NATURAL SCIENCES,16,1.91,10,1.56,1.7753846153846153,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,18,22,m,NATURAL SCIENCES,17,2.5,15,2.88,2.6781249999999996,FALSE,3,3,2,2,3,2,3,5,6,1,1,2,6,6,45
163,20,22,f,NATURAL SCIENCES,15,3.77,17,3.65,3.70625,FALSE,3,3,3,3,3,3,3,1,1,3,6,4,2,4,42
993,19,22,m,NATURAL SCIENCES,12,3.29,18,2.88,3.0439999999999996,FALSE,3,2,1,5,2,6,6,5,2,1,6,4,3,6,52
421,20,22,m,NATURAL SCIENCES,16,2.17,15,2.63,2.39258064516129,FALSE,2,1,3,3,6,6,3,6,4,4,1,6,4,3,52
652,23,22,m,NATURAL SCIENCES,16,3.04,15,2.52,2.7883870967741933,FALSE,5,3,5,3,6,2,3,4,2,1,2,1,4,1,42
551,15,22,m,NATURAL SCIENCES,16,1.96,17,2.8299999999999996,2.408181818181818,TRUE,4,5,1,4,2,6,4,1,1,1,2,2,4,5,42
661,13,20,m,NATURAL SCIENCES,17,3.16,14,3.52,3.3225806451612905,FALSE,1,4,4,1,1,3,2,4,4,3,3,6,2,4,42
453,6,21,f,NATURAL SCIENCES,16,2.2600000000000002,14,2.18,2.222666666666667,FALSE,2,1,4,2,3,3,1,6,2,4,1,4,4,5,42
525,4,22,f,NATURAL SCIENCES,18,2.9099999999999997,16,3.2600000000000002,3.0747058823529407,FALSE,2,4,6,5,2,4,2,1,1,5,2,2,6,3,45
803,3,22,f,NATURAL SCIENCES,16,2.86,16,3.3699999999999997,3.1149999999999998,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
676,11,22,m,NATURAL SCIENCES,16,2.09,17,2.08,2.084848484848485,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
515,17,21,f,NATURAL SCIENCES,16,2.4699999999999998,16,2.3899999999999997,2.4299999999999997,FALSE,2,6,3,4,4,3,1,6,6,3,3,1,4,3,49
405,20,22,f,NATURAL SCIENCES,11,3.14,16,2.98,3.045185185185185,FALSE,3,4,6,4,3,3,3,5,3,1,2,4,3,4,48
630,20,22,m,NATURAL SCIENCES,12,2.64,16,2.12,2.3428571428571425,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,5,21,f,NATURAL SCIENCES,9,3.12,15,3.34,3.2575,FALSE,6,1,3,1,4,2,2,6,2,1,2,6,4,2,42
893,6,22,m,NATURAL SCIENCES,14,3.09,13,2.8699999999999997,2.9840740740740737,FALSE,3,2,6,2,1,2,1,1,3,1,3,2,6,3,36
716,12,22,f,NATURAL SCIENCES,17,2.3699999999999997,17,2.82,2.5949999999999998,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
829,15,21,f,NATURAL SCIENCES,17,2.01,10,1.55,1.8396296296296295,FALSE,4,4,4,3,6,1,4,4,1,2,6,4,6,2,51
376,18,22,f,NATURAL SCIENCES,13,2.29,15,3.08,2.713214285714286,TRUE,2,4,2,1,5,4,4,2,2,2,1,6,5,2,42
164,14,22,f,NATURAL SCIENCES,17,2.67,15,3.58,3.0965625,TRUE,4,2,6,2,1,4,1,6,4,3,2,4,3,2,44
833,11,22,f,NATURAL SCIENCES,15,3.56,16,3.71,3.6374193548387095,FALSE,3,4,1,2,6,6,2,5,3,4,2,1,2,1,42
333,3,22,m,NATURAL SCIENCES,17,3.03,15,2.73,2.8893750000000002,FALSE,2,5,3,1,3,2,4,2,1,2,4,4,3,3,39
850,15,24,m,NATURAL SCIENCES,17,2.36,17,2.73,2.545,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,6,23,m,NATURAL SCIENCES,16,3.3699999999999997,16,3.53,3.4499999999999997,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,8,22,m,NATURAL SCIENCES,17,2.59,18,2.66,2.626,FALSE,2,4,1,1,6,1,3,6,2,1,5,4,1,3,40
689,11,22,m,NATURAL SCIENCES,16,1.6,17,1.6,1.6,FALSE,2,2,6,3,1,2,4,4,5,6,2,3,5,5,50
837,1,21,m,NATURAL SCIENCES,17,1.97,16,1.48,1.7324242424242424,FALSE,3,1,5,2,3,1,1,2,4,1,1,4,3,2,33
457,7,22,f,NATURAL SCIENCES,17,3.3499999999999996,16,3.27,3.311212121212121,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,23,22,f,NATURAL SCIENCES,16,1.61,16,1.5,1.5550000000000002,FALSE,4,2,2,1,1,6,3,2,1,2,2,3,4,6,39
293,20,22,f,NATURAL SCIENCES,16,2.98,15,1.96,2.4864516129032257,TRUE,4,6,5,1,3,6,6,4,3,3,2,2,2,2,49
346,10,22,f,NATURAL SCIENCES,17,3.11,16,3.13,3.119696969696969,FALSE,3,2,4,3,4,2,2,6,2,6,3,4,3,2,46
894,22,21,m,NATURAL SCIENCES,14,2.2600000000000002,17,2.64,2.468387096774194,FALSE,4,1,4,4,2,2,2,4,1,3,2,1,4,4,38
826,19,22,m,NATURAL SCIENCES,16,0.7,16,0.65,0.675,FALSE,5,4,5,4,2,4,2,2,6,2,2,3,1,1,43
644,3,22,m,NATURAL SCIENCES,17,0.72,16,0.51,0.6181818181818182,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,7,23,f,NATURAL SCIENCES,17,3.72,17,3.16,3.4400000000000004,FALSE,3,4,4,3,6,2,3,2,5,5,6,4,3,1,51
